1Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2016-12-26,Escape From Alcatraz,1979,https://boxd.it/cJApp,2.5,,,2016-12-26
2016-12-27,The Reader,2008,https://boxd.it/cL0s7,5,,,2016-12-27
2016-12-28,My Mom is a Character 2,2016,https://boxd.it/cM8TR,3.5,,,2016-12-27
2016-12-29,Revolutionary Road,2008,https://boxd.it/cNFSJ,3.5,,,2016-12-29
2016-12-30,Particle Fever,2013,https://boxd.it/cOgIr,3,,,2016-12-29
2016-12-30,Hot Pursuit,2015,https://boxd.it/cOwWJ,1.5,,,2016-12-29
2016-12-31,Passengers,2016,https://boxd.it/cQdcV,3,,,2016-12-30
2017-01-12,Nocturnal Animals,2016,https://boxd.it/d83eN,5,,,2017-01-11
2017-01-14,Black Swan,2010,https://boxd.it/daUqL,4.5,,,2017-01-14
2017-01-17,La La Land,2016,https://boxd.it/dfhIr,4.5,,,2017-01-15
2017-01-20,The Man Who Knew Infinity,2015,https://boxd.it/dj5xf,3.5,,,2017-01-19
2017-01-25,Primal Fear,1996,https://boxd.it/dpDlz,4,,,2017-01-24
2017-01-26,There's No Business Like Show Business,1954,https://boxd.it/dr3Fn,3,,,2017-01-25
2017-01-28,Collateral Beauty,2016,https://boxd.it/du20p,3.5,,,2017-01-27
2017-02-10,Little Miss Sunshine,2006,https://boxd.it/dLvcj,4,,,2017-02-09
2017-02-10,Precious,2009,https://boxd.it/dLDsp,3,,,2017-02-10
2017-02-14,Room,2015,https://boxd.it/e0l2j,4,,,2017-02-13
2017-02-14,The Duchess,2008,https://boxd.it/e1urz,3.5,,,2017-02-14
2017-02-16,The Help,2011,https://boxd.it/eeAFX,5,,,2017-02-15
2017-02-18,A Cure for Wellness,2016,https://boxd.it/eoIDZ,1,,,2017-02-17
2017-04-22,American Psycho,2000,https://boxd.it/gEt9b,3,,,2017-03-01
2017-03-19,Kong: Skull Island,2017,https://boxd.it/fByfj,2,,,2017-03-12
2017-03-19,Hercules,1997,https://boxd.it/fBz1R,4.5,,,2017-03-18
2017-04-05,Modern Times,1936,https://boxd.it/g9r0J,4.5,,,2017-04-02
2017-04-08,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/gfGzB,4.5,,,2017-04-08
2017-04-10,The Artist,2011,https://boxd.it/gj2j7,5,,,2017-04-09
2017-04-30,Beauty and the Beast,2017,https://boxd.it/gSl9l,3.5,,,2017-04-13
2017-05-01,The Godfather,1972,https://boxd.it/gSKLJ,4,,,2017-04-30
2017-05-08,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/h4FNz,2,,,2017-05-05
2017-05-22,La La Land,2016,https://boxd.it/hnbEF,4.5,Yes,,2017-05-21
2017-05-22,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/hnplR,,,,2017-05-21
2017-05-31,Casino Royale,2006,https://boxd.it/hyF6P,4.5,,,2017-05-28
2017-06-11,The Private Life of a Cat,1946,https://boxd.it/hN3zz,3,,,2017-06-06
2017-06-11,Léon: The Professional,1994,https://boxd.it/hN2DF,4,,,2017-06-11
2017-06-14,Blue Jasmine,2013,https://boxd.it/hPSDB,4,,,2017-06-13
2017-06-14,Her,2013,https://boxd.it/hPTU9,3,,,2017-06-13
2017-06-17,Pulp Fiction,1994,https://boxd.it/hTQif,4.5,Yes,,2017-06-16
2017-06-19,Wonder Woman,2017,https://boxd.it/hWlDR,3.5,,,2017-06-17
2017-06-25,Whiplash,2014,https://boxd.it/i4G3r,4,,,2017-06-25
